transaction_id,date,customer_id,segment,sku,product_name,category,supplier,quantity,unit_price,base_price,total_amount,weight_kg,hs_code,country_of_origin,is_real_product
LS002977,2024-05-28,PHA2033,Pharma Enterprise,G8270-100G,Glucose - ACS reagent - 100g,biochemicals,Sigma-Aldrich,25,17312.82,17305.1,432820.57,2.5,3822.00.10,Germany,True
LS002978,2024-04-23,ACA7257,Academic,BR2967292,Gel Doc EZ Imager Bundle,lab_equipment,Bio-Rad,1,14013.11,15389.34,14013.11,9.49,9027.80.45,USA,True
LS002979,2024-07-20,ACA1350,Academic,TF4877806,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,2,72.05,83.92,144.1,1.014,3926.90.99,USA,True
LS002980,2025-01-30,BIO9880,Biotech Startup,BR1960603,Gel Doc EZ Imager,lab_equipment,Bio-Rad,5,12133.81,13405.25,60669.05,42.45,9027.80.45,USA,True
LS002981,2025-07-23,PHA6613,Pharma Enterprise,TF2353254,Sorvall LYNX 4000 Superspeed Centrifuge - Research,lab_equipment,Thermo Fisher Scientific,25,52172.83,48957.86,1304320.64,1968.35,9027.80.45,USA,True
LS002982,2024-02-06,CRO4155,CRO,A2383-25G,ATP - Disodium salt - 25g,biochemicals,Sigma-Aldrich,50,17257.87,19307.64,862893.54,1.25,3822.00.10,Germany,True
LS002983,2024-12-04,GOV5136,Government Lab,BR6664909,PowerPac HC High-Current Power Supply Bundle,lab_equipment,Bio-Rad,1,1145.61,1402.1,1145.61,3.1,9027.80.45,USA,True
LS002984,2025-04-05,BIO4753,Biotech Startup,TF6621676,Lipofectamine 3000 Transfection Reagent - Research,reagents,Thermo Fisher Scientific,1,409.81,440.89,409.81,0.25,3822.00.10,USA,True
LS002985,2024-02-10,BIO2954,Biotech Startup,D8418-5G,Dimethyl sulfoxide - BioReagent - 5g,chemicals,Sigma-Aldrich,10,215.84,248.95,2158.37,0.05,2905.11.00,Germany,True
LS002986,2024-10-16,CRO8438,CRO,TF8561404,Sorvall LYNX 4000 Superspeed Centrifuge - Educational,lab_equipment,Thermo Fisher Scientific,100,48515.43,52662.54,4851543.18,8384.9,9027.80.45,USA,True
LS002987,2024-12-10,ACA6800,Academic,BR4797136,Criterion TGX Precast Gels with Gradient,lab_equipment,Bio-Rad,3,71.59,85.35,214.77,0.48,9027.80.45,USA,True
LS002988,2024-01-06,ACA7380,Academic,P9416-25G,Tween 20 - BioReagent - 25g,reagents,Sigma-Aldrich,1,2172.02,2429.71,2172.02,0.025,3822.00.10,Germany,True
LS002989,2025-04-11,ACA3070,Academic,372978-1G,Chloroform - ACS reagent - 1g,chemicals,Sigma-Aldrich,1,59.57,70.76,59.57,0.001,2905.11.00,Germany,True
LS002990,2024-12-09,PHA9021,Pharma Enterprise,TF1782738,Alexa Fluor 488 NHS Ester - Bulk,reagents,Thermo Fisher Scientific,100,590.0,574.36,58999.52,1.0,3822.00.10,USA,True
LS002991,2024-05-20,PHA3040,Pharma Enterprise,BR2495631,ChemiDoc MP Imaging System Educational,lab_equipment,Bio-Rad,50,41144.58,39583.38,2057229.0,1254.5,9027.80.45,USA,True
LS002992,2023-11-24,RES7932,Research Institute,D0632-25G,DTT - BioReagent - 25g,reagents,Sigma-Aldrich,2,2567.98,2793.99,5135.97,0.05,3822.00.10,Germany,True
LS002993,2025-06-25,BIO9075,Biotech Startup,D0632-100G,DTT - BioReagent - 100g,reagents,Sigma-Aldrich,5,6691.52,7957.57,33457.58,0.5,3822.00.10,Germany,True
LS002994,2024-09-09,BIO1072,Biotech Startup,BR9018788,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,25,33261.81,42960.28,831545.34,589.25,9027.80.45,USA,True
LS002995,2024-11-29,CRO1616,CRO,TF1062120,SuperScript IV Reverse Transcriptase - Educational,reagents,Thermo Fisher Scientific,5,427.05,393.44,2135.24,0.5800000000000001,3822.00.10,USA,True
LS002996,2025-05-05,CRO9174,CRO,A2383-1G,ATP - Disodium salt - 1g,biochemicals,Sigma-Aldrich,25,1209.1,1222.0,30227.44,0.025,3822.00.10,Germany,True
LS002997,2023-12-29,GOV8269,Government Lab,U5378-1G,Urea - BioXtra - 1g,biochemicals,Sigma-Aldrich,2,377.72,466.02,755.44,0.002,3822.00.10,Germany,True
LS002998,2025-06-22,BIO9505,Biotech Startup,271004-5G,Acetonitrile - CHROMASOLV® - 5g,chemicals,Sigma-Aldrich,5,249.96,264.2,1249.82,0.025,2905.11.00,Germany,True
LS002999,2024-03-03,PHA7372,Pharma Enterprise,EP298535,Research plus Pipette 2-20 µL - Standard,lab_equipment,Eppendorf,25,301.82,285.0,7545.59,2.5,9027.80.45,Germany,True
LS003000,2024-05-24,PHA5709,Pharma Enterprise,BR3019452,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,25,36274.37,35813.91,906859.25,547.0,9027.80.45,USA,True
LS003001,2024-07-24,RES5679,Research Institute,TF8767392,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,25,200.31,242.75,5007.86,8.95,3926.90.99,USA,True
LS003002,2024-11-18,RES8899,Research Institute,BR8293758,Criterion TGX Precast Gels Starter Pack,lab_equipment,Bio-Rad,2,79.58,92.35,159.16,0.34,9027.80.45,USA,True
LS003003,2023-12-07,RES2781,Research Institute,D8418-100G,Dimethyl sulfoxide - BioReagent - 100g,chemicals,Sigma-Aldrich,5,2154.11,2667.32,10770.55,0.5,2905.11.00,Germany,True
LS003004,2024-08-24,ACA2472,Academic,N8129-5G,NADH - Disodium salt - 5g,biochemicals,Sigma-Aldrich,2,2970.07,3419.89,5940.15,0.01,3822.00.10,Germany,True
LS003005,2025-07-22,GOV3607,Government Lab,TF1803888,TipOne Filter Tips 1000µL - Educational,consumables,Thermo Fisher Scientific,1,58.99,75.6,58.99,0.419,3926.90.99,USA,True
LS003006,2023-11-24,ACA3849,Academic,U5378-25G,Urea - BioXtra - 25g,biochemicals,Sigma-Aldrich,2,6519.54,7363.16,13039.08,0.05,3822.00.10,Germany,True
LS003007,2023-10-28,PHA7536,Pharma Enterprise,EP643296,Research plus Pipette 100-1000 µL - Standard,lab_equipment,Eppendorf,25,305.8,285.0,7645.09,2.5,9027.80.45,Germany,True
LS003008,2024-08-09,GOV4996,Government Lab,34859-25G,Hexane - HPLC - 25g,chemicals,Sigma-Aldrich,1,718.83,913.19,718.83,0.025,2905.11.00,Germany,True
LS003009,2025-03-21,GOV3011,Government Lab,T1503-1G,Tris base - ACS reagent - 1g,reagents,Sigma-Aldrich,3,151.7,194.42,455.1,0.003,3822.00.10,Germany,True
LS003010,2024-06-08,PHA8621,Pharma Enterprise,TF5546600,SuperScript IV Reverse Transcriptase - Bulk,reagents,Thermo Fisher Scientific,25,483.16,469.7,12078.92,2.55,3822.00.10,USA,True
LS003011,2023-10-19,GOV4675,Government Lab,BR9309420,T100 Thermal Cycler Educational,lab_equipment,Bio-Rad,2,4875.63,5984.93,9751.27,16.72,9027.80.45,USA,True
LS003012,2024-02-04,ACA6959,Academic,EP367394,Research plus Pipette 10-100 µL - Complete Set,lab_equipment,Eppendorf,2,387.14,427.5,774.28,0.2,9027.80.45,Germany,True
LS003013,2023-10-08,PHA3462,Pharma Enterprise,TF5247535,Pierce BCA Protein Assay Kit - Standard,reagents,Thermo Fisher Scientific,50,303.3,290.91,15165.18,25.15,3822.00.10,USA,True
LS003014,2025-05-05,RES2594,Research Institute,A2383-5G,ATP - Disodium salt - 5g,biochemicals,Sigma-Aldrich,2,4848.35,5132.41,9696.7,0.01,3822.00.10,Germany,True
LS003015,2023-08-31,CRO4474,CRO,278475-1G,Isopropanol - ACS reagent - 1g,chemicals,Sigma-Aldrich,25,35.73,35.92,893.31,0.025,2905.11.00,Germany,True
LS003016,2023-12-25,PHA8800,Pharma Enterprise,BR7658859,Criterion TGX Precast Gels Bundle,lab_equipment,Bio-Rad,50,107.5,107.45,5375.12,11.5,9027.80.45,USA,True
LS003017,2024-09-14,CRO3643,CRO,EP109534,Research plus Pipette 10-100 µL - Starter Kit,lab_equipment,Eppendorf,25,324.77,342.0,8119.18,2.5,9027.80.45,Germany,True
LS003018,2024-07-12,PHA1639,Pharma Enterprise,A3311-5G,BSA - Fraction V - 5g,reagents,Sigma-Aldrich,25,453.09,450.2,11327.25,0.125,3822.00.10,Germany,True
LS003019,2025-01-16,CRO4952,CRO,BR2228129,CFX96 Real-Time PCR Detection System with Gradient,lab_equipment,Bio-Rad,10,23502.85,24133.91,235028.48,161.20000000000002,9027.80.45,USA,True
LS003020,2025-01-14,PHA7528,Pharma Enterprise,EP574831,Research plus Pipette 2-20 µL - Starter Kit,lab_equipment,Eppendorf,25,333.51,342.0,8337.71,2.5,9027.80.45,Germany,True
LS003021,2025-03-07,BIO9245,Biotech Startup,TF2230937,Matrix 2D Barcoded Tubes - Research,consumables,Thermo Fisher Scientific,5,178.27,188.58,891.34,1.925,3926.90.99,USA,True
LS003022,2024-10-18,ACA1055,Academic,A2383-1G,ATP - Disodium salt - 1g,biochemicals,Sigma-Aldrich,1,1075.77,1222.0,1075.77,0.001,3822.00.10,Germany,True
LS003023,2024-03-26,GOV4850,Government Lab,TF8518456,Pierce BCA Protein Assay Kit - Clinical,reagents,Thermo Fisher Scientific,1,291.31,336.36,291.31,0.488,3822.00.10,USA,True
LS003024,2024-05-13,BIO5359,Biotech Startup,G5516-5G,Glycerol - Molecular biology - 5g,biochemicals,Sigma-Aldrich,5,1660.0,1905.64,8300.01,0.025,3822.00.10,Germany,True
LS003025,2023-11-13,RES7437,Research Institute,BR3569477,C1000 Touch Thermal Cycler Starter Pack,lab_equipment,Bio-Rad,1,7152.84,8362.2,7152.84,12.88,9027.80.45,USA,True
LS003026,2024-11-13,CRO1764,CRO,34859-100G,Hexane - HPLC - 100g,chemicals,Sigma-Aldrich,10,2619.14,2600.86,26191.37,1.0,2905.11.00,Germany,True
LS003027,2024-06-11,RES1560,Research Institute,TF8639328,Lipofectamine 3000 Transfection Reagent - Bulk,reagents,Thermo Fisher Scientific,2,376.16,425.86,752.31,0.408,3822.00.10,USA,True
LS003028,2025-05-05,GOV8509,Government Lab,TF4141212,Nunc 96-Well Polystyrene Plates - Educational,consumables,Thermo Fisher Scientific,1,95.66,114.87,95.66,0.239,3926.90.99,USA,True
LS003029,2024-08-08,CRO3315,CRO,BR3301921,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,10,961.9,952.03,9619.02,23.799999999999997,9027.80.45,USA,True
LS003030,2024-03-04,ACA4686,Academic,34860-25G,Methanol - LC-MS - 25g,chemicals,Sigma-Aldrich,5,824.73,1033.55,4123.66,0.125,2905.11.00,Germany,True
LS003031,2025-04-22,ACA1257,Academic,TF3812018,MaxQ 4000 Benchtop Orbital Shaker - Educational,lab_equipment,Thermo Fisher Scientific,2,2269.62,2722.37,4539.24,58.628,9027.80.45,USA,True
LS003032,2025-01-08,ACA2820,Academic,TF3946117,Nunc 96-Well Polystyrene Plates - Educational,consumables,Thermo Fisher Scientific,5,119.39,148.83,596.94,0.8200000000000001,3926.90.99,USA,True
LS003033,2024-08-08,CRO8894,CRO,G8270-5G,Glucose - ACS reagent - 5g,biochemicals,Sigma-Aldrich,25,1443.72,1615.14,36093.01,0.125,3822.00.10,Germany,True
LS003034,2025-05-22,PHA1695,Pharma Enterprise,U5378-100G,Urea - BioXtra - 100g,biochemicals,Sigma-Aldrich,10,21564.92,20971.04,215649.24,1.0,3822.00.10,Germany,True
LS003035,2023-09-28,PHA9763,Pharma Enterprise,TF4934000,Pierce BCA Protein Assay Kit - Bulk,reagents,Thermo Fisher Scientific,25,262.72,253.81,6567.92,11.3,3822.00.10,USA,True
LS003036,2024-02-04,RES8303,Research Institute,EP873030,Research plus Pipette 100-1000 µL - Starter Kit,lab_equipment,Eppendorf,1,298.66,342.0,298.66,0.1,9027.80.45,Germany,True
LS003037,2025-01-20,BIO3450,Biotech Startup,TF9517775,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,1,79.69,83.4,79.69,0.63,3926.90.99,USA,True
LS003038,2024-07-15,BIO8151,Biotech Startup,L3771-100G,SDS - BioReagent - 100g,reagents,Sigma-Aldrich,2,6840.75,7450.72,13681.49,0.2,3822.00.10,Germany,True
LS003039,2025-04-19,GOV5468,Government Lab,EP897529,Mastercycler nexus GSX1 96-well - Standard,lab_equipment,Eppendorf,5,10387.62,12500.0,51938.1,110.0,9027.80.45,Germany,True
LS003040,2024-03-17,RES7969,Research Institute,BR4161080,Mini-PROTEAN Tetra Cell with Gradient,lab_equipment,Bio-Rad,2,849.24,997.81,1698.47,3.44,9027.80.45,USA,True
LS003041,2023-10-07,BIO9252,Biotech Startup,TF6337313,SuperScript IV Reverse Transcriptase - Clinical,reagents,Thermo Fisher Scientific,5,343.74,367.25,1718.7,0.53,3822.00.10,USA,True
LS003042,2024-05-17,GOV8414,Government Lab,BR2613819,4-20% Mini-PROTEAN TGX Gels Educational,lab_equipment,Bio-Rad,1,65.73,80.12,65.73,0.15,9027.80.45,USA,True
LS003043,2024-11-12,BIO7576,Biotech Startup,TF5872554,MaxQ 4000 Benchtop Orbital Shaker - Research,lab_equipment,Thermo Fisher Scientific,2,2873.68,2925.09,5747.36,44.922,9027.80.45,USA,True
LS003044,2023-10-27,RES5208,Research Institute,TF2736953,MaxQ 4000 Benchtop Orbital Shaker - Bulk,lab_equipment,Thermo Fisher Scientific,2,3164.45,3714.47,6328.89,40.956,9027.80.45,USA,True
LS003045,2025-02-12,GOV7911,Government Lab,EP574831,Research plus Pipette 2-20 µL - Starter Kit,lab_equipment,Eppendorf,1,293.34,342.0,293.34,0.1,9027.80.45,Germany,True
LS003046,2023-11-18,BIO6987,Biotech Startup,P9416-5G,Tween 20 - BioReagent - 5g,reagents,Sigma-Aldrich,2,627.65,645.87,1255.3,0.01,3822.00.10,Germany,True
LS003047,2024-07-06,ACA9662,Academic,L3771-1G,SDS - BioReagent - 1g,reagents,Sigma-Aldrich,1,136.65,165.57,136.65,0.001,3822.00.10,Germany,True
LS003048,2024-08-18,CRO5489,CRO,TF5433003,TipOne Filter Tips 1000µL - Bulk,consumables,Thermo Fisher Scientific,5,75.53,74.42,377.66,2.105,3926.90.99,USA,True
LS003049,2024-11-24,CRO3615,CRO,BR2341757,Criterion TGX Precast Gels Bundle,lab_equipment,Bio-Rad,5,79.08,77.54,395.39,1.1,9027.80.45,USA,True
LS003050,2025-06-13,CRO4256,CRO,BR3569477,C1000 Touch Thermal Cycler Starter Pack,lab_equipment,Bio-Rad,5,8932.18,8362.2,44660.88,64.4,9027.80.45,USA,True
LS003051,2025-05-01,RES9533,Research Institute,E7023-1G,Ethanol - 200 proof - 1g,chemicals,Sigma-Aldrich,2,39.03,45.45,78.05,0.002,2905.11.00,Germany,True
LS003052,2024-02-16,RES2938,Research Institute,TF3875089,Sorvall LYNX 4000 Superspeed Centrifuge - Clinical,lab_equipment,Thermo Fisher Scientific,2,38808.38,42973.01,77616.77,219.572,9027.80.45,USA,True
LS003053,2025-08-05,ACA8599,Academic,L3771-100G,SDS - BioReagent - 100g,reagents,Sigma-Aldrich,2,6711.61,7450.72,13423.23,0.2,3822.00.10,Germany,True
LS003054,2023-12-12,ACA3456,Academic,D8418-1G,Dimethyl sulfoxide - BioReagent - 1g,chemicals,Sigma-Aldrich,1,51.39,59.27,51.39,0.001,2905.11.00,Germany,True
LS003055,2025-06-18,GOV5014,Government Lab,EP367394,Research plus Pipette 10-100 µL - Complete Set,lab_equipment,Eppendorf,3,348.97,427.5,1046.92,0.30000000000000004,9027.80.45,Germany,True
LS003056,2024-07-06,RES6416,Research Institute,BR4923505,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,2,28580.55,31771.55,57161.09,43.88,9027.80.45,USA,True
LS003057,2024-03-13,RES9968,Research Institute,EP378559,Mastercycler nexus GSX1 96-well - Starter Kit,lab_equipment,Eppendorf,2,13214.54,15000.0,26429.08,44.0,9027.80.45,Germany,True
LS003058,2024-09-20,RES6124,Research Institute,34860-5G,Methanol - LC-MS - 5g,chemicals,Sigma-Aldrich,10,214.09,274.74,2140.91,0.05,2905.11.00,Germany,True
LS003059,2025-04-14,GOV9901,Government Lab,L3771-5G,SDS - BioReagent - 5g,reagents,Sigma-Aldrich,1,546.86,695.4,546.86,0.005,3822.00.10,Germany,True
LS003060,2023-09-06,BIO1953,Biotech Startup,BR3569477,C1000 Touch Thermal Cycler Starter Pack,lab_equipment,Bio-Rad,10,6762.88,8362.2,67628.76,128.8,9027.80.45,USA,True
LS003061,2025-04-21,CRO2693,CRO,34860-1G,Methanol - LC-MS - 1g,chemicals,Sigma-Aldrich,50,59.86,65.41,2993.04,0.05,2905.11.00,Germany,True
LS003062,2025-04-30,GOV2505,Government Lab,TF9842274,Lipofectamine 3000 Transfection Reagent - Bulk,reagents,Thermo Fisher Scientific,2,328.68,420.82,657.36,0.342,3822.00.10,USA,True
LS003063,2024-12-03,PHA9609,Pharma Enterprise,TF9402466,SuperScript IV Reverse Transcriptase - Bulk,reagents,Thermo Fisher Scientific,5,480.01,422.6,2400.05,0.5750000000000001,3822.00.10,USA,True
LS003064,2024-10-02,CRO6615,CRO,TF2353254,Sorvall LYNX 4000 Superspeed Centrifuge - Research,lab_equipment,Thermo Fisher Scientific,25,45358.26,48957.86,1133956.52,1968.35,9027.80.45,USA,True
LS003065,2025-01-20,PHA6704,Pharma Enterprise,EP694727,Research plus Pipette 10-100 µL - Standard,lab_equipment,Eppendorf,50,305.72,285.0,15286.03,5.0,9027.80.45,Germany,True
LS003066,2025-03-02,PHA1796,Pharma Enterprise,T1503-1G,Tris base - ACS reagent - 1g,reagents,Sigma-Aldrich,25,197.73,194.42,4943.21,0.025,3822.00.10,Germany,True
LS003067,2024-08-10,ACA5942,Academic,E5134-5G,EDTA - BioXtra - 5g,reagents,Sigma-Aldrich,2,678.92,816.75,1357.83,0.01,3822.00.10,Germany,True
LS003068,2024-09-04,GOV5850,Government Lab,D8418-1G,Dimethyl sulfoxide - BioReagent - 1g,chemicals,Sigma-Aldrich,1,49.28,59.27,49.28,0.001,2905.11.00,Germany,True
LS003069,2024-08-26,CRO6172,CRO,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,25,96.9,100.61,2422.58,11.95,3926.90.99,USA,True
LS003070,2025-06-03,RES8779,Research Institute,34860-5G,Methanol - LC-MS - 5g,chemicals,Sigma-Aldrich,25,229.59,274.74,5739.75,0.125,2905.11.00,Germany,True
LS003071,2024-03-05,GOV8744,Government Lab,278475-1G,Isopropanol - ACS reagent - 1g,chemicals,Sigma-Aldrich,2,28.28,35.92,56.57,0.002,2905.11.00,Germany,True
LS003072,2025-04-10,BIO9977,Biotech Startup,TF6140119,Nunc 96-Well Polystyrene Plates - Research,consumables,Thermo Fisher Scientific,5,102.24,111.54,511.21,0.885,3926.90.99,USA,True
LS003073,2023-11-28,GOV6263,Government Lab,TF5136221,Heratherm Advanced Protocol Incubator - Educational,lab_equipment,Thermo Fisher Scientific,1,8001.53,9124.86,8001.53,93.427,9027.80.45,USA,True
LS003074,2024-12-03,CRO8585,CRO,G5516-1G,Glycerol - Molecular biology - 1g,biochemicals,Sigma-Aldrich,25,421.67,453.72,10541.75,0.025,3822.00.10,Germany,True
LS003075,2025-02-10,CRO3007,CRO,BR2495631,ChemiDoc MP Imaging System Educational,lab_equipment,Bio-Rad,100,38961.42,39583.38,3896141.56,2509.0,9027.80.45,USA,True
LS003076,2025-06-18,PHA5187,Pharma Enterprise,TF2318340,Nunc 96-Well Polystyrene Plates - Clinical,consumables,Thermo Fisher Scientific,100,121.51,123.5,12150.93,19.900000000000002,3926.90.99,USA,True
LS003077,2024-11-05,PHA1364,Pharma Enterprise,TF5883387,Nunc 96-Well Polystyrene Plates - Research,consumables,Thermo Fisher Scientific,50,168.95,155.59,8447.52,10.549999999999999,3926.90.99,USA,True
LS003078,2024-06-13,BIO6867,Biotech Startup,TF3875089,Sorvall LYNX 4000 Superspeed Centrifuge - Clinical,lab_equipment,Thermo Fisher Scientific,10,37931.64,42973.01,379316.4,1097.8600000000001,9027.80.45,USA,True
LS003079,2025-07-05,CRO2906,CRO,TF5495506,Alexa Fluor 488 NHS Ester - Clinical,reagents,Thermo Fisher Scientific,10,605.68,628.8,6056.84,0.13,3822.00.10,USA,True
LS003080,2025-04-03,GOV7952,Government Lab,EP378559,Mastercycler nexus GSX1 96-well - Starter Kit,lab_equipment,Eppendorf,1,12922.6,15000.0,12922.6,22.0,9027.80.45,Germany,True
LS003081,2023-09-23,CRO1082,CRO,E7023-1G,Ethanol - 200 proof - 1g,chemicals,Sigma-Aldrich,5,47.21,45.45,236.04,0.005,2905.11.00,Germany,True
LS003082,2024-12-25,GOV8779,Government Lab,TF3010566,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,2,192.68,228.74,385.37,0.684,3926.90.99,USA,True
LS003083,2023-09-29,BIO2062,Biotech Startup,TF5247535,Pierce BCA Protein Assay Kit - Standard,reagents,Thermo Fisher Scientific,5,258.27,290.91,1291.34,2.515,3822.00.10,USA,True
LS003084,2024-10-23,GOV6114,Government Lab,BR4167191,PowerPac HC High-Current Power Supply,lab_equipment,Bio-Rad,1,1136.95,1428.26,1136.95,3.64,9027.80.45,USA,True
LS003085,2024-08-27,GOV5502,Government Lab,BR8293758,Criterion TGX Precast Gels Starter Pack,lab_equipment,Bio-Rad,1,74.92,92.35,74.92,0.17,9027.80.45,USA,True
LS003086,2024-08-08,PHA3335,Pharma Enterprise,TF5889880,MaxQ 4000 Benchtop Orbital Shaker - Educational,lab_equipment,Thermo Fisher Scientific,25,2853.04,2798.06,71325.97,557.4,9027.80.45,USA,True
LS003087,2025-07-28,ACA6546,Academic,TF4877806,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,1,70.85,83.92,70.85,0.507,3926.90.99,USA,True
LS003088,2024-08-04,ACA1438,Academic,EP694727,Research plus Pipette 10-100 µL - Standard,lab_equipment,Eppendorf,1,234.93,285.0,234.93,0.1,9027.80.45,Germany,True
LS003089,2025-04-19,ACA3531,Academic,TF2318340,Nunc 96-Well Polystyrene Plates - Clinical,consumables,Thermo Fisher Scientific,2,107.59,123.5,215.18,0.398,3926.90.99,USA,True
LS003090,2023-11-26,ACA2153,Academic,TF9517775,TipOne Filter Tips 1000µL - Standard,consumables,Thermo Fisher Scientific,2,76.27,83.4,152.53,1.26,3926.90.99,USA,True
LS003091,2024-01-31,CRO3104,CRO,BR2171544,4-20% Mini-PROTEAN TGX Gels with Gradient,lab_equipment,Bio-Rad,25,64.55,70.78,1613.65,3.0,9027.80.45,USA,True
LS003092,2025-07-14,GOV1622,Government Lab,P9416-5G,Tween 20 - BioReagent - 5g,reagents,Sigma-Aldrich,1,560.32,645.87,560.32,0.005,3822.00.10,Germany,True
LS003093,2024-04-12,GOV5363,Government Lab,BR6504658,Mini-PROTEAN Tetra Cell Educational,lab_equipment,Bio-Rad,1,730.8,903.52,730.8,1.7,9027.80.45,USA,True
LS003094,2025-02-02,RES8010,Research Institute,D0632-100G,DTT - BioReagent - 100g,reagents,Sigma-Aldrich,5,6772.71,7957.57,33863.54,0.5,3822.00.10,Germany,True
LS003095,2024-07-06,CRO2558,CRO,BR9018788,ChemiDoc MP Imaging System Bundle,lab_equipment,Bio-Rad,10,40800.22,42960.28,408002.19,235.7,9027.80.45,USA,True
LS003096,2025-03-21,ACA7850,Academic,TF8767392,Matrix 2D Barcoded Tubes - Clinical,consumables,Thermo Fisher Scientific,1,200.53,242.75,200.53,0.358,3926.90.99,USA,True
LS003097,2024-08-30,CRO1292,CRO,G8270-25G,Glucose - ACS reagent - 25g,biochemicals,Sigma-Aldrich,25,5725.46,6076.01,143136.45,0.625,3822.00.10,Germany,True
LS003098,2024-01-22,ACA2956,Academic,T1503-5G,Tris base - ACS reagent - 5g,reagents,Sigma-Aldrich,2,696.99,816.58,1393.97,0.01,3822.00.10,Germany,True
LS003099,2024-06-08,PHA1794,Pharma Enterprise,G8270-5G,Glucose - ACS reagent - 5g,biochemicals,Sigma-Aldrich,50,1659.12,1615.14,82955.78,0.25,3822.00.10,Germany,True
LS003100,2023-12-21,ACA8204,Academic,BR6523719,4-20% Mini-PROTEAN TGX Gels Bundle,lab_equipment,Bio-Rad,1,56.54,64.76,56.54,0.18,9027.80.45,USA,True
LS003101,2024-08-12,ACA6295,Academic,EP298535,Research plus Pipette 2-20 µL - Standard,lab_equipment,Eppendorf,3,235.4,285.0,706.21,0.30000000000000004,9027.80.45,Germany,True
LS003102,2023-08-19,ACA4465,Academic,BR2967292,Gel Doc EZ Imager Bundle,lab_equipment,Bio-Rad,3,12869.59,15389.34,38608.76,28.47,9027.80.45,USA,True
LS003103,2025-04-23,GOV2919,Government Lab,TF8583113,TipOne Filter Tips 1000µL - Research,consumables,Thermo Fisher Scientific,2,81.09,100.61,162.18,0.956,3926.90.99,USA,True
LS003104,2023-09-26,PHA6193,Pharma Enterprise,TF7312908,MaxQ 4000 Benchtop Orbital Shaker - Research,lab_equipment,Thermo Fisher Scientific,100,4225.69,3970.61,422569.1,2524.6,9027.80.45,USA,True
LS003105,2024-12-22,ACA4744,Academic,TF1537225,Matrix 2D Barcoded Tubes - Standard,consumables,Thermo Fisher Scientific,2,199.24,221.27,398.48,0.542,3926.90.99,USA,True
LS003106,2024-03-07,ACA9325,Academic,TF8533692,Lipofectamine 3000 Transfection Reagent - Research,reagents,Thermo Fisher Scientific,1,414.81,486.07,414.81,0.181,3822.00.10,USA,True
LS003107,2024-01-05,CRO8750,CRO,EP891125,epTIPS Pipette Tips 0.1-10 µL - Starter Kit,lab_equipment,Eppendorf,10,105.24,102.0,1052.43,0.5,9027.80.45,Germany,True
LS003108,2023-10-14,CRO9365,CRO,278475-1G,Isopropanol - ACS reagent - 1g,chemicals,Sigma-Aldrich,5,35.67,35.92,178.33,0.005,2905.11.00,Germany,True
LS003109,2023-09-23,PHA8325,Pharma Enterprise,A3311-5G,BSA - Fraction V - 5g,reagents,Sigma-Aldrich,10,511.32,450.2,5113.16,0.05,3822.00.10,Germany,True
LS003110,2025-05-06,CRO5778,CRO,TF5247535,Pierce BCA Protein Assay Kit - Standard,reagents,Thermo Fisher Scientific,10,275.48,290.91,2754.77,5.03,3822.00.10,USA,True
LS003111,2024-08-23,PHA3891,Pharma Enterprise,TF6911319,Heratherm Advanced Protocol Incubator - Clinical,lab_equipment,Thermo Fisher Scientific,10,10805.19,9685.27,108051.91,1091.71,9027.80.45,USA,True
LS003112,2025-06-30,RES5430,Research Institute,E7023-25G,Ethanol - 200 proof - 25g,chemicals,Sigma-Aldrich,2,656.94,718.04,1313.88,0.05,2905.11.00,Germany,True
LS003113,2023-08-17,GOV5899,Government Lab,EP694727,Research plus Pipette 10-100 µL - Standard,lab_equipment,Eppendorf,1,232.79,285.0,232.79,0.1,9027.80.45,Germany,True
LS003114,2024-08-07,RES9285,Research Institute,372978-5G,Chloroform - ACS reagent - 5g,chemicals,Sigma-Aldrich,25,224.57,297.2,5614.28,0.125,2905.11.00,Germany,True
LS003115,2023-12-23,ACA8913,Academic,TF7514832,SuperScript IV Reverse Transcriptase - Research,reagents,Thermo Fisher Scientific,2,372.0,459.77,743.99,0.18,3822.00.10,USA,True
LS003116,2024-08-12,PHA3683,Pharma Enterprise,BR9309420,T100 Thermal Cycler Educational,lab_equipment,Bio-Rad,50,6121.41,5984.93,306070.41,418.0,9027.80.45,USA,True
LS003117,2025-05-07,RES5232,Research Institute,372978-5G,Chloroform - ACS reagent - 5g,chemicals,Sigma-Aldrich,2,260.31,297.2,520.62,0.01,2905.11.00,Germany,True
